timestamp,id_medicion,temperatura_C,humedad_relativa_pct,CO2_ppm,PM1_ug_m3,PM2_5_ug_m3,PM4_ug_m3,PM10_ug_m3,latitude,longitude,elevation,status
2026-01-27T15:06:25+00:00,2315,19.37748,68.97406,524.0,1.463525,2.043086,2.469081,2.66844,,,,
2026-01-27T15:06:48+00:00,2316,19.37748,69.02747,526.0,1.133228,1.57194,1.893153,2.043475,,,,
2026-01-27T15:07:10+00:00,2317,19.38821,68.92065,529.0,1.381282,1.891794,2.262484,2.43596,,,,
2026-01-27T15:07:33+00:00,2318,19.37748,68.89014,533.0,1.389007,1.901835,2.274135,2.448364,,,,
2026-01-27T15:07:55+00:00,2319,19.37748,68.92065,531.0,1.248536,1.727994,2.078543,2.242594,,,,
2026-01-27T15:08:17+00:00,2320,19.37748,68.86725,532.0,1.310813,1.806832,2.168543,2.337817,,,,
2026-01-27T15:08:40+00:00,2321,19.37748,68.97406,528.0,1.515564,2.082531,2.495127,2.688215,,,,
2026-01-27T15:09:02+00:00,2322,19.36675,68.89014,530.0,1.409321,1.925292,2.299292,2.474317,,,,
2026-01-27T15:09:25+00:00,2323,19.36675,68.92065,530.0,1.366251,1.876021,2.246817,2.420342,,,,
2026-01-27T15:09:47+00:00,2324,19.36675,69.05798,525.0,1.531215,2.127295,2.564148,2.768587,,,,
2026-01-27T15:10:10+00:00,2325,19.36675,69.11139,525.0,1.456082,2.033068,2.457217,2.655711,,,,
2026-01-27T15:10:32+00:00,2326,19.36675,69.13428,526.0,1.245817,1.756025,2.133147,2.309633,,,,
2026-01-27T15:10:55+00:00,2327,19.35603,69.13428,528.0,1.020008,1.434762,1.740969,1.884269,,,,
2026-01-27T15:11:17+00:00,2328,19.35603,69.18768,530.0,1.223835,1.717054,2.080655,2.250813,,,,
2026-01-27T15:11:39+00:00,2329,19.35603,69.16479,532.0,1.43243,1.981372,2.382579,2.570336,,,,
2026-01-27T15:12:02+00:00,2330,19.35603,69.2182,528.0,1.450719,1.991509,2.384801,2.568856,,,,
2026-01-27T15:12:24+00:00,2331,19.35603,69.08087,527.0,1.129179,1.547204,1.850831,1.992922,,,,
2026-01-27T15:12:47+00:00,2332,19.35603,68.89014,527.0,1.24784,1.714032,2.053209,2.211938,,,,
2026-01-27T15:13:09+00:00,2333,19.34531,68.86725,528.0,1.221771,1.685035,2.022982,2.181135,,,,
2026-01-27T15:13:31+00:00,2334,19.34531,68.86725,526.0,1.63717,2.267073,2.727772,2.943371,,,,
2026-01-27T15:13:54+00:00,2335,19.34531,68.81384,526.0,1.530411,2.133301,2.57605,2.783248,,,,
2026-01-27T15:14:16+00:00,2336,19.34531,68.97406,525.0,1.539883,2.149513,2.597589,2.807279,,,,
2026-01-27T15:14:39+00:00,2337,19.34531,69.02747,522.0,1.216406,1.700444,2.056518,2.223154,,,,
2026-01-27T15:15:01+00:00,2338,19.34531,69.13428,524.0,1.260475,1.741926,2.093598,2.258174,,,,
2026-01-27T15:15:24+00:00,2339,19.33458,68.92065,523.0,1.379104,1.901608,2.282717,2.46107,,,,
2026-01-27T15:15:46+00:00,2340,19.33458,68.89014,523.0,1.610465,2.214767,2.654775,2.860692,,,,
2026-01-27T15:16:09+00:00,2341,19.33458,68.94354,523.0,1.380613,1.911453,2.299655,2.481327,,,,
2026-01-27T15:16:31+00:00,2342,19.33458,68.97406,525.0,0.9810969,1.358734,1.634951,1.764216,,,,
2026-01-27T15:16:54+00:00,2343,19.33458,69.00458,522.0,1.142957,1.570796,1.88218,2.027901,,,,
2026-01-27T15:17:16+00:00,2344,19.33458,68.97406,529.0,1.526729,2.103871,2.524663,2.721587,,,,
2026-01-27T15:17:39+00:00,2345,19.33458,69.00458,529.0,1.478216,2.019778,2.412377,2.596107,,,,
2026-01-27T15:18:01+00:00,2346,19.33458,69.00458,528.0,1.593749,2.17538,2.596721,2.793901,,,,
2026-01-27T15:18:23+00:00,2347,19.33458,69.02747,531.0,1.295761,1.777279,2.127265,2.291053,,,,
